N,Fecha,Ciudad,Valor,Variable,Tipo,Escenario
209,1/10/2020,Cali,358.9340249,Nuevos,P_Final,Base
210,2/10/2020,Cali,395.757741,Nuevos,P_Final,Base
211,3/10/2020,Cali,434.9327669,Nuevos,P_Final,Base
182,4/09/2020,Cali,293.8108405,Nuevos,LS,Base
183,5/09/2020,Cali,285.6417838,Nuevos,LS,Base
184,6/09/2020,Cali,277.4492734,Nuevos,LS,Base
185,7/09/2020,Cali,269.2755562,Nuevos,LS,Base
186,8/09/2020,Cali,261.15802,Nuevos,LS,Base
187,9/09/2020,Cali,253.1296013,Nuevos,LS,Base
188,10/09/2020,Cali,245.2191555,Nuevos,LS,Base
189,11/09/2020,Cali,237.4517945,Nuevos,LS,Base
190,12/09/2020,Cali,229.8491967,Nuevos,LS,Base
191,13/09/2020,Cali,222.4298903,Nuevos,LS,Base
192,14/09/2020,Cali,215.2095159,Nuevos,LS,Base
193,15/09/2020,Cali,208.2010685,Nuevos,LS,Base
194,16/09/2020,Cali,201.4151219,Nuevos,LS,Base
195,17/09/2020,Cali,194.8600379,Nuevos,LS,Base
196,18/09/2020,Cali,188.5421611,Nuevos,LS,Base
197,19/09/2020,Cali,182.4660005,Nuevos,LS,Base
198,20/09/2020,Cali,192.0142696,Nuevos,LS,Base
199,21/09/2020,Cali,203.8272373,Nuevos,LS,Base
200,22/09/2020,Cali,217.9008411,Nuevos,LS,Base
201,23/09/2020,Cali,234.2316628,Nuevos,LS,Base
202,24/09/2020,Cali,252.8174784,Nuevos,LS,Base
203,25/09/2020,Cali,273.6577357,Nuevos,LS,Base
204,26/09/2020,Cali,296.7539903,Nuevos,LS,Base
205,27/09/2020,Cali,322.1102732,Nuevos,LS,Base
206,28/09/2020,Cali,349.7334042,Nuevos,LS,Base
207,29/09/2020,Cali,379.6333099,Nuevos,LS,Base
208,30/09/2020,Cali,411.8232351,Nuevos,LS,Base
209,1/10/2020,Cali,446.3198668,Nuevos,LS,Base
210,2/10/2020,Cali,483.143583,Nuevos,LS,Base
211,3/10/2020,Cali,522.3186089,Nuevos,LS,Base
182,4/09/2020,Cali,119.0391565,Nuevos,LI,Base
183,5/09/2020,Cali,110.8700998,Nuevos,LI,Base
184,6/09/2020,Cali,102.6775894,Nuevos,LI,Base
185,7/09/2020,Cali,94.5038722,Nuevos,LI,Base
186,8/09/2020,Cali,86.38633604,Nuevos,LI,Base
187,9/09/2020,Cali,78.35791737,Nuevos,LI,Base
188,10/09/2020,Cali,70.44747152,Nuevos,LI,Base
189,11/09/2020,Cali,62.68011057,Nuevos,LI,Base
190,12/09/2020,Cali,55.07751271,Nuevos,LI,Base
191,13/09/2020,Cali,47.65820634,Nuevos,LI,Base
192,14/09/2020,Cali,40.43783198,Nuevos,LI,Base
193,15/09/2020,Cali,33.42938455,Nuevos,LI,Base
194,16/09/2020,Cali,26.64343793,Nuevos,LI,Base
195,17/09/2020,Cali,20.08835396,Nuevos,LI,Base
196,18/09/2020,Cali,13.77047713,Nuevos,LI,Base
197,19/09/2020,Cali,7.694316516,Nuevos,LI,Base
198,20/09/2020,Cali,17.24258564,Nuevos,LI,Base
199,21/09/2020,Cali,29.05555334,Nuevos,LI,Base
200,22/09/2020,Cali,43.12915716,Nuevos,LI,Base
201,23/09/2020,Cali,59.45997884,Nuevos,LI,Base
202,24/09/2020,Cali,78.04579441,Nuevos,LI,Base
203,25/09/2020,Cali,98.88605175,Nuevos,LI,Base
204,26/09/2020,Cali,121.9823064,Nuevos,LI,Base
205,27/09/2020,Cali,147.3385892,Nuevos,LI,Base
206,28/09/2020,Cali,174.9617203,Nuevos,LI,Base
207,29/09/2020,Cali,204.861626,Nuevos,LI,Base
208,30/09/2020,Cali,237.0515511,Nuevos,LI,Base
209,1/10/2020,Cali,271.5481829,Nuevos,LI,Base
210,2/10/2020,Cali,308.371899,Nuevos,LI,Base
211,3/10/2020,Cali,347.546925,Nuevos,LI,Base
0,2/03/2020,Cali,1,Activos,Real,Base
1,5/03/2020,Cali,2,Activos,Real,Base
2,7/03/2020,Cali,3,Activos,Real,Base
3,9/03/2020,Cali,7,Activos,Real,Base
4,10/03/2020,Cali,11,Activos,Real,Base
5,11/03/2020,Cali,13,Activos,Real,Base
6,12/03/2020,Cali,22,Activos,Real,Base
7,13/03/2020,Cali,28,Activos,Real,Base
8,14/03/2020,Cali,38,Activos,Real,Base
9,15/03/2020,Cali,54,Activos,Real,Base
10,16/03/2020,Cali,70,Activos,Real,Base
11,17/03/2020,Cali,85,Activos,Real,Base
12,18/03/2020,Cali,104,Activos,Real,Base
13,19/03/2020,Cali,124,Activos,Real,Base
14,20/03/2020,Cali,159,Activos,Real,Base
15,21/03/2020,Cali,179,Activos,Real,Base
16,22/03/2020,Cali,195,Activos,Real,Base
17,23/03/2020,Cali,220,Activos,Real,Base
18,24/03/2020,Cali,245,Activos,Real,Base
19,25/03/2020,Cali,272,Activos,Real,Base
20,26/03/2020,Cali,292,Activos,Real,Base
21,27/03/2020,Cali,308,Activos,Real,Base
22,28/03/2020,Cali,323,Activos,Real,Base
23,29/03/2020,Cali,333,Activos,Real,Base
24,30/03/2020,Cali,354,Activos,Real,Base
25,31/03/2020,Cali,366,Activos,Real,Base
26,1/04/2020,Cali,388,Activos,Real,Base
27,2/04/2020,Cali,406,Activos,Real,Base
28,3/04/2020,Cali,421,Activos,Real,Base
29,4/04/2020,Cali,432,Activos,Real,Base
30,5/04/2020,Cali,449,Activos,Real,Base
31,6/04/2020,Cali,465,Activos,Real,Base
32,7/04/2020,Cali,481,Activos,Real,Base
33,8/04/2020,Cali,495,Activos,Real,Base
34,9/04/2020,Cali,513,Activos,Real,Base
35,10/04/2020,Cali,523,Activos,Real,Base
36,11/04/2020,Cali,541,Activos,Real,Base
37,12/04/2020,Cali,550,Activos,Real,Base
38,13/04/2020,Cali,576,Activos,Real,Base
39,14/04/2020,Cali,589,Activos,Real,Base
40,15/04/2020,Cali,610,Activos,Real,Base
41,16/04/2020,Cali,610,Activos,Real,Base
42,17/04/2020,Cali,618,Activos,Real,Base
43,18/04/2020,Cali,639,Activos,Real,Base
44,19/04/2020,Cali,648,Activos,Real,Base
45,20/04/2020,Cali,678,Activos,Real,Base
46,21/04/2020,Cali,680,Activos,Real,Base
47,22/04/2020,Cali,703,Activos,Real,Base
48,23/04/2020,Cali,717,Activos,Real,Base
49,24/04/2020,Cali,734,Activos,Real,Base
50,25/04/2020,Cali,743,Activos,Real,Base
51,26/04/2020,Cali,758,Activos,Real,Base
52,27/04/2020,Cali,783,Activos,Real,Base
53,28/04/2020,Cali,795,Activos,Real,Base
54,29/04/2020,Cali,811,Activos,Real,Base
55,30/04/2020,Cali,836,Activos,Real,Base
56,1/05/2020,Cali,891,Activos,Real,Base
57,2/05/2020,Cali,932,Activos,Real,Base
58,3/05/2020,Cali,957,Activos,Real,Base
59,4/05/2020,Cali,1000,Activos,Real,Base
60,5/05/2020,Cali,1022,Activos,Real,Base
61,6/05/2020,Cali,1046,Activos,Real,Base
62,7/05/2020,Cali,1090,Activos,Real,Base
63,8/05/2020,Cali,1128,Activos,Real,Base
64,9/05/2020,Cali,1185,Activos,Real,Base
65,10/05/2020,Cali,1242,Activos,Real,Base
66,11/05/2020,Cali,1286,Activos,Real,Base
67,12/05/2020,Cali,1331,Activos,Real,Base
68,13/05/2020,Cali,1389,Activos,Real,Base
69,14/05/2020,Cali,1461,Activos,Real,Base
70,15/05/2020,Cali,1547,Activos,Real,Base
71,16/05/2020,Cali,1600,Activos,Real,Base
72,17/05/2020,Cali,1652,Activos,Real,Base
73,18/05/2020,Cali,1756,Activos,Real,Base
74,19/05/2020,Cali,1835,Activos,Real,Base
75,20/05/2020,Cali,1945,Activos,Real,Base
76,21/05/2020,Cali,2017,Activos,Real,Base
77,22/05/2020,Cali,2097,Activos,Real,Base
78,23/05/2020,Cali,2168,Activos,Real,Base
79,24/05/2020,Cali,2212,Activos,Real,Base
80,25/05/2020,Cali,2283,Activos,Real,Base
81,26/05/2020,Cali,2352,Activos,Real,Base
82,27/05/2020,Cali,2435,Activos,Real,Base
83,28/05/2020,Cali,2537,Activos,Real,Base
84,29/05/2020,Cali,2620,Activos,Real,Base
85,30/05/2020,Cali,2714,Activos,Real,Base
86,31/05/2020,Cali,2683,Activos,Real,Base
87,1/06/2020,Cali,2904,Activos,Real,Base
88,2/06/2020,Cali,2955,Activos,Real,Base
89,3/06/2020,Cali,3045,Activos,Real,Base
90,4/06/2020,Cali,3103,Activos,Real,Base
91,5/06/2020,Cali,3294,Activos,Real,Base
92,6/06/2020,Cali,3412,Activos,Real,Base
93,7/06/2020,Cali,3449,Activos,Real,Base
94,8/06/2020,Cali,3565,Activos,Real,Base
95,9/06/2020,Cali,3717,Activos,Real,Base
96,10/06/2020,Cali,3859,Activos,Real,Base
97,11/06/2020,Cali,4048,Activos,Real,Base
98,12/06/2020,Cali,4173,Activos,Real,Base
99,13/06/2020,Cali,4282,Activos,Real,Base
100,14/06/2020,Cali,4382,Activos,Real,Base
101,15/06/2020,Cali,4553,Activos,Real,Base
102,16/06/2020,Cali,4742,Activos,Real,Base
103,17/06/2020,Cali,4870,Activos,Real,Base
104,18/06/2020,Cali,5000,Activos,Real,Base
105,19/06/2020,Cali,5106,Activos,Real,Base
106,20/06/2020,Cali,5249,Activos,Real,Base
107,21/06/2020,Cali,5354,Activos,Real,Base
108,22/06/2020,Cali,5612,Activos,Real,Base
109,23/06/2020,Cali,5855,Activos,Real,Base
110,24/06/2020,Cali,6060,Activos,Real,Base
111,25/06/2020,Cali,6364,Activos,Real,Base
112,26/06/2020,Cali,6641,Activos,Real,Base
113,27/06/2020,Cali,6906,Activos,Real,Base
114,28/06/2020,Cali,7052,Activos,Real,Base
115,29/06/2020,Cali,7363,Activos,Real,Base
116,30/06/2020,Cali,7646,Activos,Real,Base
117,1/07/2020,Cali,8121,Activos,Real,Base
118,2/07/2020,Cali,8489,Activos,Real,Base
119,3/07/2020,Cali,8845,Activos,Real,Base
120,4/07/2020,Cali,9189,Activos,Real,Base
121,5/07/2020,Cali,9493,Activos,Real,Base
122,6/07/2020,Cali,9991,Activos,Real,Base
123,7/07/2020,Cali,10392,Activos,Real,Base
124,8/07/2020,Cali,10675,Activos,Real,Base
125,9/07/2020,Cali,11007,Activos,Real,Base
126,10/07/2020,Cali,11459,Activos,Real,Base
127,11/07/2020,Cali,11780,Activos,Real,Base
128,12/07/2020,Cali,12114,Activos,Real,Base
129,13/07/2020,Cali,12545,Activos,Real,Base
130,14/07/2020,Cali,12953,Activos,Real,Base
131,15/07/2020,Cali,13326,Activos,Real,Base
132,16/07/2020,Cali,13641,Activos,Real,Base
133,17/07/2020,Cali,13977,Activos,Real,Base
134,18/07/2020,Cali,14269,Activos,Real,Base
135,19/07/2020,Cali,14411,Activos,Real,Base
136,20/07/2020,Cali,14745,Activos,Real,Base
137,21/07/2020,Cali,15126,Activos,Real,Base
138,22/07/2020,Cali,15423,Activos,Real,Base
139,23/07/2020,Cali,15524,Activos,Real,Base
140,24/07/2020,Cali,15622,Activos,Real,Base
141,25/07/2020,Cali,15800,Activos,Real,Base
142,26/07/2020,Cali,15957,Activos,Real,Base
143,27/07/2020,Cali,16270,Activos,Real,Base
144,28/07/2020,Cali,16346,Activos,Real,Base
145,29/07/2020,Cali,16458,Activos,Real,Base
146,30/07/2020,Cali,16509,Activos,Real,Base
147,31/07/2020,Cali,16557,Activos,Real,Base
148,1/08/2020,Cali,16832,Activos,Real,Base
149,2/08/2020,Cali,17032,Activos,Real,Base
150,3/08/2020,Cali,17235,Activos,Real,Base
151,4/08/2020,Cali,17373,Activos,Real,Base
152,5/08/2020,Cali,17223,Activos,Real,Base
153,6/08/2020,Cali,17219,Activos,Real,Base
154,7/08/2020,Cali,17217,Activos,Real,Base
155,8/08/2020,Cali,17198,Activos,Real,Base
156,9/08/2020,Cali,17092,Activos,Real,Base
157,10/08/2020,Cali,16996,Activos,Real,Base
158,11/08/2020,Cali,17054,Activos,Real,Base
159,12/08/2020,Cali,17115,Activos,Real,Base
160,13/08/2020,Cali,16947,Activos,Real,Base
161,14/08/2020,Cali,16696,Activos,Real,Base
162,15/08/2020,Cali,15091,Activos,Real,Base
163,16/08/2020,Cali,14567,Activos,Real,Base
164,17/08/2020,Cali,13879,Activos,Real,Base
165,18/08/2020,Cali,13851,Activos,Real,Base
166,19/08/2020,Cali,13504,Activos,Real,Base
167,20/08/2020,Cali,13519,Activos,Real,Base
168,21/08/2020,Cali,13245,Activos,Real,Base
169,22/08/2020,Cali,12759,Activos,Real,Base
170,23/08/2020,Cali,12446,Activos,Real,Base
171,24/08/2020,Cali,12033,Activos,Real,Base
172,25/08/2020,Cali,11628,Activos,Real,Base
173,26/08/2020,Cali,11187,Activos,Real,Base
174,27/08/2020,Cali,10654,Activos,Real,Base
175,28/08/2020,Cali,10266,Activos,Real,Base
176,29/08/2020,Cali,9667,Activos,Real,Base
177,30/08/2020,Cali,9089,Activos,Real,Base
178,31/08/2020,Cali,8658,Activos,Real,Base
179,1/09/2020,Cali,8080,Activos,Real,Base
180,2/09/2020,Cali,7408,Activos,Real,Base
181,3/09/2020,Cali,6902,Activos,Real,Base
0,2/03/2020,Cali,0.026168039,Activos,Ajuste,Base
1,5/03/2020,Cali,1.011031251,Activos,Ajuste,Base
2,7/03/2020,Cali,2.321024794,Activos,Ajuste,Base
3,9/03/2020,Cali,3.468409254,Activos,Ajuste,Base
4,10/03/2020,Cali,8.238041733,Activos,Ajuste,Base
5,11/03/2020,Cali,13.08813242,Activos,Ajuste,Base
6,12/03/2020,Cali,13.7343143,Activos,Ajuste,Base
7,13/03/2020,Cali,24.27098063,Activos,Ajuste,Base
8,14/03/2020,Cali,31.85639859,Activos,Ajuste,Base
9,15/03/2020,Cali,40.44901378,Activos,Ajuste,Base
10,16/03/2020,Cali,60.1391598,Activos,Ajuste,Base
11,17/03/2020,Cali,76.83360101,Activos,Ajuste,Base
12,18/03/2020,Cali,90.02714407,Activos,Ajuste,Base
13,19/03/2020,Cali,109.9485531,Activos,Ajuste,Base
14,20/03/2020,Cali,131.6366494,Activos,Ajuste,Base
15,21/03/2020,Cali,170.4208714,Activos,Ajuste,Base
16,22/03/2020,Cali,189.9176005,Activos,Ajuste,Base
17,23/03/2020,Cali,196.7048513,Activos,Ajuste,Base
18,24/03/2020,Cali,227.0558742,Activos,Ajuste,Base
19,25/03/2020,Cali,255.6181658,Activos,Ajuste,Base
20,26/03/2020,Cali,280.964534,Activos,Ajuste,Base
21,27/03/2020,Cali,299.4411803,Activos,Ajuste,Base
22,28/03/2020,Cali,311.7698949,Activos,Ajuste,Base
23,29/03/2020,Cali,327.1143651,Activos,Ajuste,Base
24,30/03/2020,Cali,336.3546686,Activos,Ajuste,Base
25,31/03/2020,Cali,359.5134656,Activos,Ajuste,Base
26,1/04/2020,Cali,373.2061435,Activos,Ajuste,Base
27,2/04/2020,Cali,392.919903,Activos,Ajuste,Base
28,3/04/2020,Cali,414.8436948,Activos,Ajuste,Base
29,4/04/2020,Cali,425.3296689,Activos,Ajuste,Base
30,5/04/2020,Cali,435.3253041,Activos,Ajuste,Base
31,6/04/2020,Cali,453.7932639,Activos,Ajuste,Base
32,7/04/2020,Cali,472.2475008,Activos,Ajuste,Base
33,8/04/2020,Cali,486.5116021,Activos,Ajuste,Base
34,9/04/2020,Cali,500.2267741,Activos,Ajuste,Base
35,10/04/2020,Cali,518.9335357,Activos,Ajuste,Base
36,11/04/2020,Cali,528.2485469,Activos,Ajuste,Base
37,12/04/2020,Cali,545.4708444,Activos,Ajuste,Base
38,13/04/2020,Cali,556.148545,Activos,Ajuste,Base
39,14/04/2020,Cali,582.8067068,Activos,Ajuste,Base
40,15/04/2020,Cali,599.1085694,Activos,Ajuste,Base
41,16/04/2020,Cali,614.6979606,Activos,Ajuste,Base
42,17/04/2020,Cali,614.089824,Activos,Ajuste,Base
43,18/04/2020,Cali,616.7147683,Activos,Ajuste,Base
44,19/04/2020,Cali,649.3639104,Activos,Ajuste,Base
45,20/04/2020,Cali,656.6502581,Activos,Ajuste,Base
46,21/04/2020,Cali,686.5336998,Activos,Ajuste,Base
47,22/04/2020,Cali,689.3643442,Activos,Ajuste,Base
48,23/04/2020,Cali,705.7631664,Activos,Ajuste,Base
49,24/04/2020,Cali,730.3835749,Activos,Ajuste,Base
50,25/04/2020,Cali,740.8230932,Activos,Ajuste,Base
51,26/04/2020,Cali,750.9420751,Activos,Ajuste,Base
52,27/04/2020,Cali,765.1723698,Activos,Ajuste,Base
53,28/04/2020,Cali,797.3771702,Activos,Ajuste,Base
54,29/04/2020,Cali,807.3358885,Activos,Ajuste,Base
55,30/04/2020,Cali,818.9338449,Activos,Ajuste,Base
56,1/05/2020,Cali,851.6858488,Activos,Ajuste,Base
57,2/05/2020,Cali,917.9393937,Activos,Ajuste,Base
58,3/05/2020,Cali,961.7349135,Activos,Ajuste,Base
59,4/05/2020,Cali,971.2635652,Activos,Ajuste,Base
60,5/05/2020,Cali,1019.575202,Activos,Ajuste,Base
61,6/05/2020,Cali,1045.383947,Activos,Ajuste,Base
62,7/05/2020,Cali,1060.589141,Activos,Ajuste,Base
63,8/05/2020,Cali,1117.606892,Activos,Ajuste,Base
64,9/05/2020,Cali,1160.221874,Activos,Ajuste,Base
65,10/05/2020,Cali,1217.553942,Activos,Ajuste,Base
66,11/05/2020,Cali,1282.903972,Activos,Ajuste,Base
67,12/05/2020,Cali,1319.795656,Activos,Ajuste,Base
68,13/05/2020,Cali,1363.106839,Activos,Ajuste,Base
69,14/05/2020,Cali,1430.37431,Activos,Ajuste,Base
70,15/05/2020,Cali,1511.942971,Activos,Ajuste,Base
71,16/05/2020,Cali,1604.908241,Activos,Ajuste,Base
72,17/05/2020,Cali,1650.651928,Activos,Ajuste,Base
73,18/05/2020,Cali,1691.842996,Activos,Ajuste,Base
74,19/05/2020,Cali,1821.971534,Activos,Ajuste,Base
75,20/05/2020,Cali,1911.08816,Activos,Ajuste,Base
76,21/05/2020,Cali,2013.046106,Activos,Ajuste,Base
77,22/05/2020,Cali,2091.673403,Activos,Ajuste,Base
78,23/05/2020,Cali,2158.657018,Activos,Ajuste,Base
79,24/05/2020,Cali,2242.08253,Activos,Ajuste,Base
80,25/05/2020,Cali,2276.890881,Activos,Ajuste,Base
81,26/05/2020,Cali,2354.262769,Activos,Ajuste,Base
82,27/05/2020,Cali,2440.912967,Activos,Ajuste,Base
83,28/05/2020,Cali,2524.74612,Activos,Ajuste,Base
84,29/05/2020,Cali,2641.076359,Activos,Ajuste,Base
85,30/05/2020,Cali,2724.560637,Activos,Ajuste,Base
86,31/05/2020,Cali,2816.206301,Activos,Ajuste,Base
87,1/06/2020,Cali,2760.244077,Activos,Ajuste,Base
88,2/06/2020,Cali,3023.569899,Activos,Ajuste,Base
89,3/06/2020,Cali,3131.286154,Activos,Ajuste,Base
90,4/06/2020,Cali,3126.611099,Activos,Ajuste,Base
91,5/06/2020,Cali,3234.079157,Activos,Ajuste,Base
92,6/06/2020,Cali,3451.530557,Activos,Ajuste,Base
93,7/06/2020,Cali,3598.823798,Activos,Ajuste,Base
94,8/06/2020,Cali,3563.012442,Activos,Ajuste,Base
95,9/06/2020,Cali,3703.883285,Activos,Ajuste,Base
96,10/06/2020,Cali,3915.217766,Activos,Ajuste,Base
97,11/06/2020,Cali,4050.383402,Activos,Ajuste,Base
98,12/06/2020,Cali,4247.502287,Activos,Ajuste,Base
99,13/06/2020,Cali,4375.030837,Activos,Ajuste,Base
100,14/06/2020,Cali,4455.217845,Activos,Ajuste,Base
101,15/06/2020,Cali,4569.998004,Activos,Ajuste,Base
102,16/06/2020,Cali,4769.655629,Activos,Ajuste,Base
103,17/06/2020,Cali,4992.218117,Activos,Ajuste,Base
104,18/06/2020,Cali,5094.850824,Activos,Ajuste,Base
105,19/06/2020,Cali,5209.253993,Activos,Ajuste,Base
106,20/06/2020,Cali,5329.412864,Activos,Ajuste,Base
107,21/06/2020,Cali,5481.502014,Activos,Ajuste,Base
108,22/06/2020,Cali,5596.682004,Activos,Ajuste,Base
109,23/06/2020,Cali,5885.392508,Activos,Ajuste,Base
110,24/06/2020,Cali,6181.337435,Activos,Ajuste,Base
111,25/06/2020,Cali,6336.492502,Activos,Ajuste,Base
112,26/06/2020,Cali,6667.209013,Activos,Ajuste,Base
113,27/06/2020,Cali,6977.313764,Activos,Ajuste,Base
114,28/06/2020,Cali,7209.418451,Activos,Ajuste,Base
115,29/06/2020,Cali,7325.943813,Activos,Ajuste,Base
116,30/06/2020,Cali,7658.228485,Activos,Ajuste,Base
117,1/07/2020,Cali,8011.412216,Activos,Ajuste,Base
118,2/07/2020,Cali,8496.077742,Activos,Ajuste,Base
119,3/07/2020,Cali,8894.298617,Activos,Ajuste,Base
120,4/07/2020,Cali,9168.536388,Activos,Ajuste,Base
121,5/07/2020,Cali,9532.329036,Activos,Ajuste,Base
122,6/07/2020,Cali,9823.24363,Activos,Ajuste,Base
123,7/07/2020,Cali,10369.88404,Activos,Ajuste,Base
124,8/07/2020,Cali,10804.83812,Activos,Ajuste,Base
125,9/07/2020,Cali,10973.64837,Activos,Ajuste,Base
126,10/07/2020,Cali,11308.22939,Activos,Ajuste,Base
127,11/07/2020,Cali,11836.0352,Activos,Ajuste,Base
128,12/07/2020,Cali,12134.94183,Activos,Ajuste,Base
129,13/07/2020,Cali,12400.54074,Activos,Ajuste,Base
130,14/07/2020,Cali,12891.62014,Activos,Ajuste,Base
131,15/07/2020,Cali,13310.59546,Activos,Ajuste,Base
132,16/07/2020,Cali,13635.25634,Activos,Ajuste,Base
133,17/07/2020,Cali,13921.20032,Activos,Ajuste,Base
134,18/07/2020,Cali,14247.77575,Activos,Ajuste,Base
135,19/07/2020,Cali,14538.41039,Activos,Ajuste,Base
136,20/07/2020,Cali,14608.40499,Activos,Ajuste,Base
137,21/07/2020,Cali,14958.88476,Activos,Ajuste,Base
138,22/07/2020,Cali,15435.79493,Activos,Ajuste,Base
139,23/07/2020,Cali,15661.83658,Activos,Ajuste,Base
140,24/07/2020,Cali,15657.22937,Activos,Ajuste,Base
141,25/07/2020,Cali,15708.41523,Activos,Ajuste,Base
142,26/07/2020,Cali,15946.94906,Activos,Ajuste,Base
143,27/07/2020,Cali,16108.77647,Activos,Ajuste,Base
144,28/07/2020,Cali,16429.98817,Activos,Ajuste,Base
145,29/07/2020,Cali,16471.49757,Activos,Ajuste,Base
146,30/07/2020,Cali,16475.01054,Activos,Ajuste,Base
147,31/07/2020,Cali,16564.39307,Activos,Ajuste,Base
148,1/08/2020,Cali,16571.95265,Activos,Ajuste,Base
149,2/08/2020,Cali,16916.31735,Activos,Ajuste,Base
150,3/08/2020,Cali,17145.52615,Activos,Ajuste,Base
151,4/08/2020,Cali,17257.86157,Activos,Ajuste,Base
152,5/08/2020,Cali,17382.93014,Activos,Ajuste,Base
153,6/08/2020,Cali,17114.3326,Activos,Ajuste,Base
154,7/08/2020,Cali,17076.1921,Activos,Ajuste,Base
155,8/08/2020,Cali,17175.98419,Activos,Ajuste,Base
156,9/08/2020,Cali,17103.40787,Activos,Ajuste,Base
157,10/08/2020,Cali,16953.9875,Activos,Ajuste,Base
158,11/08/2020,Cali,16829.01049,Activos,Ajuste,Base
159,12/08/2020,Cali,16946.71514,Activos,Ajuste,Base
160,13/08/2020,Cali,17038.87413,Activos,Ajuste,Base
161,14/08/2020,Cali,16753.89713,Activos,Ajuste,Base
162,15/08/2020,Cali,16402.5728,Activos,Ajuste,Base
163,16/08/2020,Cali,14415.94298,Activos,Ajuste,Base
164,17/08/2020,Cali,13845.34556,Activos,Ajuste,Base
165,18/08/2020,Cali,13746.48173,Activos,Ajuste,Base
166,19/08/2020,Cali,13590.6016,Activos,Ajuste,Base
167,20/08/2020,Cali,13368.87685,Activos,Ajuste,Base
168,21/08/2020,Cali,13229.82014,Activos,Ajuste,Base
169,22/08/2020,Cali,13046.00534,Activos,Ajuste,Base
170,23/08/2020,Cali,12318.37321,Activos,Ajuste,Base
171,24/08/2020,Cali,12065.51408,Activos,Ajuste,Base
172,25/08/2020,Cali,11720.92826,Activos,Ajuste,Base
173,26/08/2020,Cali,11243.27362,Activos,Ajuste,Base
174,27/08/2020,Cali,10816.28446,Activos,Ajuste,Base
175,28/08/2020,Cali,10241.48005,Activos,Ajuste,Base
176,29/08/2020,Cali,9878.643034,Activos,Ajuste,Base
177,30/08/2020,Cali,9279.697863,Activos,Ajuste,Base
178,31/08/2020,Cali,8611.592995,Activos,Ajuste,Base
179,1/09/2020,Cali,8284.086472,Activos,Ajuste,Base
180,2/09/2020,Cali,7699.157195,Activos,Ajuste,Base
181,3/09/2020,Cali,6921.748313,Activos,Ajuste,Base
182,4/09/2020,Cali,6477.837758,Activos,Pronostico,Base
183,5/09/2020,Cali,6151.212908,Activos,Pronostico,Base
184,6/09/2020,Cali,5838.045645,Activos,Pronostico,Base
185,7/09/2020,Cali,5539.124677,Activos,Pronostico,Base
186,8/09/2020,Cali,5227.323728,Activos,Pronostico,Base
187,9/09/2020,Cali,4916.229168,Activos,Pronostico,Base
188,10/09/2020,Cali,4602.367065,Activos,Pronostico,Base
189,11/09/2020,Cali,4295.657624,Activos,Pronostico,Base
190,12/09/2020,Cali,3994.941149,Activos,Pronostico,Base
191,13/09/2020,Cali,3703.785281,Activos,Pronostico,Base
192,14/09/2020,Cali,3420.6421,Activos,Pronostico,Base
193,15/09/2020,Cali,3146.524818,Activos,Pronostico,Base
194,16/09/2020,Cali,2880.550303,Activos,Pronostico,Base
195,17/09/2020,Cali,2623.250667,Activos,Pronostico,Base
196,18/09/2020,Cali,2374.375363,Activos,Pronostico,Base
197,19/09/2020,Cali,2134.291049,Activos,Pronostico,Base
198,20/09/2020,Cali,1902.947696,Activos,Pronostico,Base
199,21/09/2020,Cali,1680.51854,Activos,Pronostico,Base
200,22/09/2020,Cali,1466.948617,Activos,Pronostico,Base
201,23/09/2020,Cali,1262.26176,Activos,Pronostico,Base
202,24/09/2020,Cali,1066.365316,Activos,Pronostico,Base
203,25/09/2020,Cali,879.1933524,Activos,Pronostico,Base
204,26/09/2020,Cali,700.6185318,Activos,Pronostico,Base
205,27/09/2020,Cali,530.5167142,Activos,Pronostico,Base
206,28/09/2020,Cali,368.7267791,Activos,Pronostico,Base
207,29/09/2020,Cali,215.0804064,Activos,Pronostico,Base
208,30/09/2020,Cali,69.38476211,Activos,Pronostico,Base
209,1/10/2020,Cali,-68.56282072,Activos,Pronostico,Base
210,2/10/2020,Cali,-198.9815199,Activos,Pronostico,Base
211,3/10/2020,Cali,-322.0992515,Activos,Pronostico,Base
182,4/09/2020,Cali,6683.739245,Activos,LS,Base
183,5/09/2020,Cali,6357.114394,Activos,LS,Base
184,6/09/2020,Cali,6043.947131,Activos,LS,Base
185,7/09/2020,Cali,5745.026163,Activos,LS,Base
186,8/09/2020,Cali,5433.225214,Activos,LS,Base
187,9/09/2020,Cali,5122.130654,Activos,LS,Base
188,10/09/2020,Cali,4808.268552,Activos,LS,Base
189,11/09/2020,Cali,4501.55911,Activos,LS,Base
190,12/09/2020,Cali,4200.842635,Activos,LS,Base
191,13/09/2020,Cali,3909.686767,Activos,LS,Base
192,14/09/2020,Cali,3626.543586,Activos,LS,Base
193,15/09/2020,Cali,3352.426304,Activos,LS,Base
194,16/09/2020,Cali,3086.45179,Activos,LS,Base
195,17/09/2020,Cali,2829.152153,Activos,LS,Base
196,18/09/2020,Cali,2580.27685,Activos,LS,Base
197,19/09/2020,Cali,2340.192535,Activos,LS,Base
198,20/09/2020,Cali,2108.849183,Activos,LS,Base
199,21/09/2020,Cali,1886.420026,Activos,LS,Base
200,22/09/2020,Cali,1672.850103,Activos,LS,Base
